NIT;FECHA_CORTE;EMPRESA;CIIU;TIPO_EMPRESA;TIPO EMPRESA_NOMBRE;CIUDAD;PERIODO;INGRESOS;COSTOS;GANANCIA_BRUTA;OTROS_ING;GASTOS;GASTOS_ADMON;OTROS_GASTOS;OTRAS_GANANCIAS;EBIT;ING_FIN;COSTOS_FIN;EBIT_SINIMPTO;IMPUESTO;UTILIDAD;UTILIDAD_CALCULADA
900318273;31/12/2023;INVERACTIVOS SAS;N7710 - Alquiler y arrendamiento de vehículos automotores;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 12.678.783;$ 4.306.057;$ 8.372.726;$ 230.414;$ 36.729;$ 909.615;$ 22.682;$ 0;$ 7.634.114;$ 18.282;$ 6.007.160;$ 1.645.236;$ 525.376;$ 1.119.860;$ 1.119.860
900333591;31/12/2023;PROMOTORA LA ROCA SAS;G4774 - Comercio al por menor de otros productos nuevos en establecimientos especializados;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 6.971.920;$ 3.245.339;$ 3.726.581;$ 26.534;$ 687.587;$ 2.770.948;$ 127.872;$ 0;$ 166.708;$ 23;$ 135.789;$ 30.942;$ 229.993;-$ 199.051;-$ 199.051
900334635;31/12/2023;INSUDELICIAS SAS;C1040 - Elaboración de productos lácteos;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 13.206.732;$ 11.662.037;$ 1.544.695;$ 49.368;$ 414.032;$ 330.818;$ 42.313;$ 48.385;$ 855.285;$ 120;$ 36.004;$ 819.401;$ 297.859;$ 521.542;$ 521.542
900341813;31/12/2023;VIAJES EL CORTE INGLES COLOMBIA SAS;N7911 - Actividades de las agencias de viaje;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 23.454.831;$ 15.847.113;$ 7.607.718;$ 420.417;$ 3.191.417;$ 3.844.123;$ 45.604;$ 0;$ 946.991;$ 12.625;$ 826.631;$ 132.985;-$ 255.219;$ 388.204;$ 388.204
900343489;31/12/2023;GESTION INMOBILIARIA - GESTIN SAS;L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 748.099;$ 0;$ 748.099;$ 60.925;$ 0;$ 441.454;0;-$ 45.509;$ 322.061;$ 422.871;$ 362.789;$ 382.143;$ 119.713;$ 262.430;$ 262.430
900343489;31/12/2023;GESTION INMOBILIARIA - GESTIN SAS;L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 747.870;$ 0;$ 747.870;$ 66.552;$ 0;$ 359.646;0;-$ 5.509;$ 449.267;$ 456.509;$ 582.493;$ 323.283;$ 114.061;$ 209.222;$ 209.222
900345978;31/12/2023;INVESBOLSA SAS;K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 1.459.246;$ 0;$ 1.459.246;$ 11.431;$ 0;$ 40.312;$ 5.308;$ 0;$ 1.425.057;$ 0;$ 0;$ 1.425.057;$ 2.983;$ 1.422.074;$ 1.422.074
900354395;31/12/2023;HMVE SAS;A0121 - Cultivo de frutas tropicales y subtropicales;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 14.178.214;$ 10.121.068;$ 4.057.146;$ 225.113;$ 1.548.027;$ 2.375.903;$ 101.859;$ 0;$ 256.470;$ 85.608;$ 260.976;$ 81.102;$ 53.003;$ 28.099;$ 28.099
900356068;31/12/2023;JEAN BLUE TEXTIL SAS;G4641 - Comercio al por mayor de productos textiles, productos confeccionados para uso doméstico;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 18.665.835;$ 14.336.645;$ 4.329.190;$ 876.462;$ 2.102.493;$ 0;$ 834.445;$ 0;$ 2.268.714;$ 11.162;$ 127.944;$ 2.151.932;$ 456.347;$ 1.695.585;$ 1.695.585
900367177;31/12/2023;PAREDES LOPEZ ASOCIADOS SAS;M6910 - Actividades jurídicas;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 5.202.142;$ 2.608.250;$ 2.593.892;$ 4.378;$ 0;$ 1.508.935;$ 2.834;$ 0;$ 1.086.501;$ 16.640;$ 21.950;$ 1.081.191;$ 427.485;$ 653.706;$ 653.706
900367341;31/12/2023;NTB BUS S.A.S.;K6613 - Otras actividades relacionadas con el mercado de valores;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 40.000;$ 0;$ 40.000;$ 0;$ 0;$ 44.812;$ 0;$ 52.004;$ 47.192;$ 0;$ 832;$ 46.360;$ 16.372;$ 29.988;$ 29.988
900377731;31/12/2023;GEN INVERSIONES SAS;L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 403.147;$ 0;$ 403.147;$ 7.440;$ 51.163;$ 164.105;$ 4.186;$ 500;$ 191.633;$ 766;$ 5.066;$ 187.333;$ 54.150;$ 133.183;$ 133.183
900378966;31/12/2023;IINVERSIONES VADISA SOCIEDAD POR ACCIONES SIMPLIFICADA;G4761 - Comercio al por menor de libros, periódicos, materiales y artículos de papelería y escritorio, en establecimientos especializados;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 131.317.792;$ 102.245.460;$ 29.072.332;$ 252.617;$ 17.142.734;$ 4.751.780;$ 972.889;$ 0;$ 6.457.546;$ 2.186.843;$ 3.531.380;$ 5.113.009;$ 2.113.657;$ 2.999.352;$ 2.999.352
900391672;31/12/2023;LOS ANGELES OFS SUCURSAL COLOMBIA;B0910 - Actividades de apoyo para la extracción de petróleo y de gas natural;2; SUCURSAL EXTRANJERA;BOGOTA D.C.;Periodo Actual;$ 523.640;$ 0;$ 523.640;$ 531.887;$ 60.402;$ 179.172;$ 68.455;$ 12.152;$ 759.650;$ 33.988;$ 5.998;$ 787.640;$ 44.069;$ 743.571;$ 743.571
900392658;31/12/2023;SOLUCIONES LABORALES HORIZONTE SAS BIC;N7820 - Actividades de empresas de servicios temporales;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 148.962.624;$ 140.460.444;$ 8.502.180;$ 1.263.343;$ 214.981;$ 8.239.365;0;$ 554.457;$ 1.865.634;$ 30.700;$ 1.033.563;$ 862.771;$ 301.970;$ 560.801;$ 560.801
900399132;31/12/2023;EDM EQUIPOS Y DISPOSITIVOS MEDICOS SAS;G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 21.685.209;$ 11.208.601;$ 10.476.608;$ 0;$ 4.354.228;$ 1.406.991;0;$ 0;$ 4.715.389;$ 545.432;$ 3.638.638;$ 1.622.183;$ 666.883;$ 955.300;$ 955.300
900400013;31/12/2023;EL CAIRO GANADERIA SAS;A0141 - Cría de ganado bovino y bufalino;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 5.091.235;$ 3.282.668;$ 1.808.567;$ 31.355;$ 1.298.783;$ 238.605;$ 79.496;$ 0;$ 223.038;$ 36.483;$ 20.997;$ 238.524;-$ 445.393;$ 683.917;$ 683.917
900408284;31/12/2023;CARBOSOCHA SAS;B0510 - Extracción de hulla (carbón de piedra);8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 8.253.931;$ 7.817.612;$ 436.319;$ 733.999;$ 221.787;$ 902.170;$ 165.502;-$ 107.456;-$ 226.597;$ 765.952;$ 1.163.365;-$ 624.010;$ 121.022;-$ 745.032;-$ 745.032
900408284;31/12/2023;CARBOSOCHA SAS;B0510 - Extracción de hulla (carbón de piedra);8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 7.598.590;$ 5.621.119;$ 1.977.471;$ 402.303;$ 153.923;$ 435.562;$ 772.991;-$ 594.896;$ 422.402;$ 168;$ 1.655.277;-$ 1.232.707;$ 738.828;-$ 1.971.535;-$ 1.971.535
900409984;31/12/2023;CULTIVOS CASABLANCA SAS;A0125 - Cultivo de flor de corte;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 59.150.323;$ 48.705.564;$ 10.444.759;$ 26.294;$ 67.959;$ 2.769.989;$ 235.534;-$ 541.786;$ 6.855.785;$ 2.436.055;$ 187.632;$ 9.104.208;$ 3.318.799;$ 5.785.409;$ 5.785.409
900410361;31/12/2023;DISPOLBOLSA POLIETILENOS S A S;C2229 - Fabricación de artículos de plástico n.c.p.;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 5.425.939;$ 4.639.771;$ 786.168;$ 73.279;$ 132.530;$ 606.056;$ 2.948;$ 0;$ 117.913;$ 176.313;$ 440.453;-$ 146.227;$ 393.732;-$ 539.959;-$ 539.959
900410361;31/12/2023;DISPOLBOLSA POLIETILENOS S A S;C2229 - Fabricación de artículos de plástico n.c.p.;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 9.541.741;$ 8.498.794;$ 1.042.947;$ 214.344;$ 105.340;$ 579.820;$ 7.482;$ 0;$ 564.649;$ 39.446;$ 829.110;-$ 225.015;$ 0;-$ 225.015;-$ 225.015
900417978;31/12/2023;L.A. Medical SAS;G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 2.195.333;$ 1.480.136;$ 715.197;$ 8.888;$ 1.607.955;$ 251.035;$ 35.905;$ 0;-$ 1.170.810;$ 110.215;$ 30.307;-$ 1.090.902;$ 94.389;-$ 1.185.291;-$ 1.185.291
900429141;31/12/2023;VC CAPITAL PARTNERS SAS;L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 1.501.285;$ 554.140;$ 947.145;$ 2.303;$ 7.469;$ 75.000;$ 1.507;$ 20.010;$ 885.482;$ 1.982;$ 255.233;$ 632.231;$ 239.061;$ 393.170;$ 393.170
900432652;31/12/2023;SOFTWARE ENGINEERING ON TIME S.A.S.;J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 170.000;$ 0;$ 170.000;$ 82.257;$ 1.711;$ 100.063;0;$ 0;$ 150.483;$ 4;$ 1.444;$ 149.043;$ 92.145;$ 56.898;$ 56.898
900434057;31/12/2023;PROMOTORA BELLATRIX SAS;I5612 - Expendio por autoservicio de comidas preparadas;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 22.654.813;$ 8.695.955;$ 13.958.858;$ 70.210;$ 10.818.153;$ 1.722.624;$ 112.291;$ 0;$ 1.376.000;$ 147.868;$ 339.445;$ 1.184.423;$ 423.770;$ 760.653;$ 760.653
900443758;31/12/2023;RBF SAS;C1089 - Elaboración de otros productos alimenticios n.c.p.;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 10.256.330;$ 6.548.348;$ 3.707.982;$ 9.647;$ 147.733;$ 1.056.493;$ 34.983;-$ 852;$ 2.477.568;$ 261.014;$ 182.336;$ 2.556.246;$ 962.375;$ 1.593.871;$ 1.593.871
900446816;31/12/2023;CENTERTEX SAS;G4641 - Comercio al por mayor de productos textiles, productos confeccionados para uso doméstico;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 37.772.865;$ 33.288.776;$ 4.484.089;$ 0;$ 1.085.676;$ 1.477.937;$ 0;$ 0;$ 1.920.476;$ 2.345.999;$ 3.224.483;$ 1.041.992;$ 399.360;$ 642.632;$ 642.632
900446816;31/12/2023;CENTERTEX SAS;G4641 - Comercio al por mayor de productos textiles, productos confeccionados para uso doméstico;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 43.410.045;$ 38.524.610;$ 4.885.435;$ 0;$ 1.043.919;$ 835.044;$ 0;$ 0;$ 3.006.472;$ 1.252.450;$ 2.298.349;$ 1.960.573;$ 581.722;$ 1.378.851;$ 1.378.851
900453506;31/12/2023;SUTURAS COLOMBIANAS SUTURCOL SAS;L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 474.148;$ 0;$ 474.148;$ 445.904;$ 9.175;$ 375.986;$ 8.508;$ 0;$ 526.383;$ 6.633;$ 3.647;$ 529.369;$ 317.378;$ 211.991;$ 211.991
900465361;31/12/2023;GROUP MC COLOMBIA SAS;G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas (alcohólicas y no alcohólicas) o tabaco;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 49.056.159;$ 42.873.989;$ 6.182.170;$ 263.379;$ 415.679;$ 4.071.830;$ 328.774;$ 0;$ 1.629.266;$ 0;$ 1.022.215;$ 607.051;$ 212.468;$ 394.583;$ 394.583
900475484;31/12/2023;BC HOTELES S.A.;I5511 - Alojamiento en hoteles;1; SOCIEDAD ANÓNIMA;BOGOTA D.C.;Periodo Actual;$ 36.048.973;$ 3.606.922;$ 32.442.051;$ 344.817;$ 8.830.035;$ 11.576.941;$ 11.489.870;$ 84.694;$ 974.716;$ 328.261;$ 844.159;$ 458.818;$ 1.160.342;-$ 701.524;-$ 701.524
900485747;31/12/2023;ENTERPRISE BUSINESS SOLUTIONS EBS SAS;J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 2.084.623;$ 1.368.121;$ 716.502;$ 322.826;$ 334.066;$ 857.093;$ 78.613;$ 0;-$ 230.444;$ 39;$ 9.616;-$ 240.021;0;-$ 240.021;-$ 240.021
900496200;31/12/2023;INVERSIONES PINCELAZOS SAS;F4111 - Construcción de edificios residenciales;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 0;$ 0;$ 0;$ 66.094;$ 0;$ 52.258;$ 4.927;$ 0;$ 8.909;$ 297;$ 24;$ 9.182;0;$ 9.182;$ 9.182
900501888;31/12/2023;J&D ARIZA SAS;F4290 - Construcción de otras obras de ingeniería civil;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 7.661.536;$ 6.913.372;$ 748.164;$ 220.328;$ 0;$ 454.647;$ 166.763;$ 0;$ 347.082;$ 5.637;$ 37.038;$ 315.681;$ 282.437;$ 33.244;$ 33.244
900509869;31/12/2023;CENTRO DE SERVICIO TECNICOS DIESEL SAS;G4520 - Mantenimiento y reparación de vehículos automotores;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 3.280.844;$ 1.478.394;$ 1.802.450;$ 23.283;$ 0;$ 997.389;$ 103.287;-$ 107.538;$ 617.519;$ 25;$ 10.455;$ 607.089;$ 260.480;$ 346.609;$ 346.609
900512486;31/12/2023;EL GRAN MADRUGON DE LA 10 SAS;L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 583.922;$ 121.352;$ 462.570;$ 25;$ 151.467;$ 19.819;$ 3.545;$ 12.432;$ 300.196;$ 5.850;$ 11.427;$ 294.619;$ 100.581;$ 194.038;$ 194.038
900523159;31/12/2023;USANA HEALTH SCIENCES COLOMBIA SAS;G4631 - Comercio al por mayor de productos alimenticios;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 2.068.517;$ 963.010;$ 1.105.507;$ 991.776;$ 940.522;$ 1.343.953;$ 2.101;$ 12.642;-$ 176.651;$ 1.336.502;$ 1.079.303;$ 80.548;-$ 128.885;$ 209.433;$ 209.433
900523159;31/12/2023;USANA HEALTH SCIENCES COLOMBIA SAS;G4631 - Comercio al por mayor de productos alimenticios;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 2.676.801;$ 1.042.943;$ 1.633.858;$ 755.261;$ 1.439.759;$ 2.682.476;$ 27.489;$ 25.764;-$ 1.734.841;$ 785.943;$ 1.070.235;-$ 2.019.133;-$ 859.473;-$ 1.159.660;-$ 1.159.660
900525932;31/12/2023;VIMON SAS;K6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 2.350.000;$ 0;$ 2.350.000;$ 0;$ 3.002.616;$ 78.733;0;-$ 652.018;-$ 1.383.367;$ 3;$ 3.482;-$ 1.386.846;0;-$ 1.386.846;-$ 1.386.846
900538203;31/12/2023;NEWFIELD CONSULTING COLOMBIA SAS;M7490 - Otras actividades profesionales, científicas y técnicas n.c.p.;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 1.837.168;$ 948.819;$ 888.349;$ 0;$ 0;$ 632.557;$ 87.306;$ 0;$ 168.486;$ 58.804;$ 14.258;$ 213.032;$ 140.779;$ 72.253;$ 72.253
900538203;31/12/2023;NEWFIELD CONSULTING COLOMBIA SAS;M7490 - Otras actividades profesionales, científicas y técnicas n.c.p.;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 1.470.921;$ 805.117;$ 665.804;$ 0;$ 0;$ 408.748;$ 74.376;$ 0;$ 182.680;$ 26.914;$ 10.605;$ 198.989;$ 110.123;$ 88.866;$ 88.866
900572445;31/12/2023;CIFIN SAS;J6311 - Procesamiento de datos, alojamiento (hosting) y actividades relacionadas;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 192.609.545;$ 80.856.281;$ 111.753.264;$ 9.817.115;$ 39.322.878;$ 33.670.610;$ 22.135.210;-$ 3.688;$ 26.437.993;$ 2.425.066;$ 159.121;$ 28.703.938;$ 11.705.929;$ 16.998.009;$ 16.998.009
900572445;31/12/2023;CIFIN SAS;J6311 - Procesamiento de datos, alojamiento (hosting) y actividades relacionadas;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 166.450.080;$ 67.102.960;$ 99.347.120;$ 5.836.656;$ 34.831.548;$ 29.707.832;$ 24.281.463;$ 42.091;$ 16.405.024;$ 536.339;$ 161.502;$ 16.779.861;$ 4.510.192;$ 12.269.669;$ 12.269.669
900586701;31/12/2023;ANDES ENERGIA ARGENTINA S A SUCURSAL COLOMBIA;B0610 - Extracción de petróleo crudo;2; SUCURSAL EXTRANJERA;BOGOTA D.C.;Periodo Actual;$ 0;$ 0;$ 0;$ 0;$ 0;$ 221.825;$ 0;$ 0;-$ 221.825;$ 2;$ 305.117;-$ 526.940;-$ 105.545;-$ 421.395;-$ 421.395
900586701;31/12/2023;ANDES ENERGIA ARGENTINA S A SUCURSAL COLOMBIA;B0610 - Extracción de petróleo crudo;2; SUCURSAL EXTRANJERA;BOGOTA D.C.;Periodo Anterior;$ 0;$ 0;$ 0;$ 0;$ 0;$ 211.857;$ 0;$ 0;-$ 211.857;$ 116;$ 106.643;-$ 318.384;$ 104.350;-$ 422.734;-$ 422.734
900590132;31/12/2023;URGLOBAL COLOMBIA SAS;M7020 - Actividades de consultoría de gestión;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 7.803.523;$ 1.594.428;$ 6.209.095;$ 461.291;$ 2.023.371;$ 2.673.488;$ 39.903;-$ 58.892;$ 1.874.732;$ 7.465;$ 55.299;$ 1.826.898;$ 532.894;$ 1.294.004;$ 1.294.004
900590132;31/12/2023;URGLOBAL COLOMBIA SAS;M7020 - Actividades de consultoría de gestión;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 6.137.879;$ 1.188.914;$ 4.948.965;$ 336.185;$ 1.584.905;$ 2.176.824;$ 26.967;-$ 65.954;$ 1.430.500;$ 14.112;$ 50.091;$ 1.394.521;$ 411.348;$ 983.173;$ 983.173
900592369;31/12/2023;QUIRONPREVENCION COLOMBIA SAS;M7490 - Otras actividades profesionales, científicas y técnicas n.c.p.;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 46.062.619;$ 33.831.825;$ 12.230.794;$ 144.291;$ 0;$ 5.584.084;$ 39.419;$ 0;$ 6.751.582;$ 840.092;$ 689.723;$ 6.901.951;$ 2.859.841;$ 4.042.110;$ 4.042.110
900592369;31/12/2023;QUIRONPREVENCION COLOMBIA SAS;M7490 - Otras actividades profesionales, científicas y técnicas n.c.p.;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 29.192.584;$ 21.331.605;$ 7.860.979;$ 83.062;$ 0;$ 3.037.053;$ 46.708;$ 0;$ 4.860.280;$ 464.894;$ 957.396;$ 4.367.778;$ 1.489.554;$ 2.878.224;$ 2.878.224
900606858;31/12/2023;KOBALT SAS;G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 32.910.243;$ 20.934.747;$ 11.975.496;$ 28.742;$ 2.733.996;$ 1.695.979;0;-$ 84.778;$ 7.489.485;$ 1.661.183;$ 3.062.765;$ 6.087.903;$ 1.859.982;$ 4.227.921;$ 4.227.921
900606858;31/12/2023;KOBALT SAS;G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 20.054.022;$ 12.729.815;$ 7.324.207;$ 24.186;$ 2.009.998;$ 1.356.728;0;-$ 66.988;$ 3.914.679;$ 1.805.302;$ 794.760;$ 4.925.221;$ 1.611.436;$ 3.313.785;$ 3.313.785
900619786;31/12/2023;LOS GOODFELLAS BIC S A S;M7310 - Publicidad;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 4.489.206;$ 1.543.173;$ 2.946.033;$ 3.837;$ 0;$ 2.371.983;$ 59.501;$ 0;$ 518.386;$ 57.311;$ 19.649;$ 556.048;$ 207.299;$ 348.749;$ 348.749
900619786;31/12/2023;LOS GOODFELLAS BIC S A S;M7310 - Publicidad;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 3.983.677;$ 1.298.086;$ 2.685.591;$ 7.756;$ 0;$ 2.180.958;$ 48.553;$ 0;$ 463.836;$ 16.471;$ 17.136;$ 463.171;$ 181.470;$ 281.701;$ 281.701
900660217;31/12/2023;PETROSKILLS FOREIGN HOLDINGS INC SUCURSAL COLOMBIA;P8560 - Actividades de apoyo a la educación;2; SUCURSAL EXTRANJERA;BOGOTA D.C.;Periodo Actual;$ 2.496.968;$ 741.306;$ 1.755.662;$ 2.138;$ 0;$ 322.170;$ 19.907;$ 0;$ 1.415.723;$ 56.170;$ 226.674;$ 1.245.219;$ 495.232;$ 749.987;$ 749.987
900669915;31/12/2023;SEGUREX LATAM SAS;C2593 - Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 31.791.809;$ 23.663.656;$ 8.128.153;$ 1.000;$ 4.544.550;$ 2.498.106;$ 79.480;$ 306.976;$ 1.313.993;$ 1.303.920;$ 2.327.440;$ 290.473;$ 759.984;-$ 469.511;-$ 469.511
900669915;31/12/2023;SEGUREX LATAM SAS;C2593 - Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 30.880.953;$ 25.194.590;$ 5.686.363;$ 27.520;$ 4.387.759;$ 2.301.796;$ 127.561;$ 550.474;-$ 552.759;$ 814.076;$ 2.011.807;-$ 1.750.490;$ 182.798;-$ 1.933.288;-$ 1.933.288
900673278;31/12/2023;COSMO CONSULT COLOMBIA SAS;J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 2.672.846;$ 2.358.611;$ 314.235;$ 21.094;$ 907.514;$ 1.247.009;$ 92.634;$ 0;-$ 1.911.828;$ 248.165;$ 237.888;-$ 1.901.551;$ 5.779;-$ 1.907.330;-$ 1.907.330
900675354;31/12/2023;ANDERS COLOMBIA SAS;G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 27.013.866;$ 21.842.669;$ 5.171.197;$ 162.451;$ 1.522.507;$ 1.929.422;$ 35.534;$ 15.029;$ 1.861.214;$ 4.208.955;$ 1.383.855;$ 4.686.314;$ 1.604.892;$ 3.081.422;$ 3.081.422
900678288;31/12/2023;ENCLAVE CONSTRUCCIONES SAS;F4112 - Construcción de edificios no residenciales;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 5.202.804;$ 4.366.699;$ 836.105;$ 2.456;$ 0;$ 435.419;$ 33.507;$ 0;$ 369.635;$ 59;$ 56.449;$ 313.245;0;$ 313.245;$ 313.245
900684168;31/12/2023;PULICOR S.A.S;G4663 - Comercio al por mayor de materiales de construcción, artículos de ferretería, pinturas, productos de vidrio, equipo y materiales de fontanería y calefacción;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Actual;$ 5.146.309;$ 4.168.049;$ 978.260;$ 28.496;$ 324.302;$ 496.582;$ 14.808;$ 46.511;$ 217.575;$ 142.752;$ 133.087;$ 227.240;$ 101.537;$ 125.703;$ 125.703
900690007;31/12/2023;SOCOIM SAS;G4690 - Comercio al por mayor no especializado;8; SOCIEDAD POR ACCIONES SIMPLIFICADA SAS;BOGOTA D.C.;Periodo Anterior;$ 2.220.626;$ 1.391.119;$ 829.507;$ 2.515;$ 217.826;$ 385.082;$ 55.155;$ 0;$ 173.959;$ 2.814;$ 0;$ 176.773;$ 0;$ 176.773;$ 176.773
